channelGrouping;date;fullVisitorId;visitNumber;visitStartTime;browser;operatingSystem;isMobile;city;source;hits;pageviews;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;hour;Classifier
7;143;9307791200330584958;1;5592;8;6;False;131;75;1;1;True;0.0;2016;12;4;22;3;18;0
7;143;2282843586659270795;1;5601;5;9;False;112;75;1;1;True;0.0;2016;12;4;22;3;7;0
7;143;2533564443368594567;1;5598;5;3;False;295;75;1;1;True;0.0;2016;12;4;22;3;1;0
4;35;2908566567408151821;2;1084;5;6;False;147;23;6;4;False;0.0;2016;9;3;5;0;8;0
6;35;1879908611145984989;2;1087;5;9;False;147;5;7;5;False;0.0;2016;9;3;5;0;9;0
4;35;6938107556511287061;1;1096;18;6;False;295;23;10;6;True;0.0;2016;9;3;5;0;13;0
4;35;104875433783618342;1;1116;5;1;True;295;23;10;8;True;0.0;2016;9;3;5;0;6;0
2;35;244000443125793328;2;1095;15;9;False;171;0;10;8;False;0.0;2016;9;3;5;0;13;0
2;35;4557429969289822351;1;1099;5;1;True;295;0;12;12;True;0.0;2016;9;3;5;0;15;0
2;35;7465757624757117918;2;1090;8;9;False;119;0;18;16;False;0.0;2016;9;3;5;0;11;0
4;35;6938107556511287061;2;1111;18;6;False;295;23;22;12;False;0.0;2016;9;3;5;0;1;0
7;35;828750059141955703;1;1115;5;9;False;295;75;1;1;True;0.0;2016;9;3;5;0;6;0
7;35;3590547819076893421;1;1112;8;9;False;295;75;1;1;True;0.0;2016;9;3;5;0;2;0
1;35;1649066582761309757;1;1085;5;9;False;197;3;1;1;True;0.0;2016;9;3;5;0;9;0
4;35;4084394915723893980;2;1091;5;3;False;295;23;2;2;False;0.0;2016;9;3;5;0;12;0
7;35;8683928326729311;1;1089;18;6;False;295;75;3;3;True;0.0;2016;9;3;5;0;11;0
6;35;2609103253871939886;1;1098;5;9;False;148;66;4;4;True;0.0;2016;9;3;5;0;14;0
2;35;4557429969289822351;3;1113;5;1;True;295;0;1;1;False;0.0;2016;9;3;5;0;2;0
2;35;4557429969289822351;2;1104;5;1;True;295;0;1;1;False;0.0;2016;9;3;5;0;22;0
6;35;1879908611145984989;3;1097;5;9;False;147;5;1;1;False;0.0;2016;9;3;5;0;14;0
2;35;244000443125793328;1;1092;15;9;False;171;0;2;2;True;0.0;2016;9;3;5;0;12;0
2;35;9636457851469586874;2;1102;5;6;False;295;0;2;2;False;0.0;2016;9;3;5;0;19;0
4;35;700053595276089381;1;1093;5;9;False;265;23;1;1;True;0.0;2016;9;3;5;0;12;0
4;35;1687650745794218592;1;1106;5;5;False;295;23;4;3;True;0.0;2016;9;3;5;0;22;0
7;35;758122742191354375;1;1094;15;9;False;12;75;1;1;True;0.0;2016;9;3;5;0;12;0
7;35;7258534744465815435;1;1110;18;6;False;106;75;1;1;True;0.0;2016;9;3;5;0;1;0
7;35;6573533335541564828;1;1114;5;9;False;0;75;1;1;True;0.0;2016;9;3;5;0;3;0
7;35;9902829407850229365;1;1083;5;6;False;295;75;1;1;True;0.0;2016;9;3;5;0;8;0
7;35;8771591937529045675;1;1109;5;9;False;295;75;1;1;True;0.0;2016;9;3;5;0;1;0
7;35;8182753517892496760;2;1086;5;9;False;295;75;2;2;False;0.0;2016;9;3;5;0;9;0
7;35;3046306495574019342;1;1100;18;6;False;295;75;2;2;True;0.0;2016;9;3;5;0;16;0
7;35;1584156636543158265;1;1108;18;6;False;295;75;3;3;True;0.0;2016;9;3;5;0;23;0
7;35;734029330093967427;1;1103;5;9;False;0;75;1;1;True;0.0;2016;9;3;5;0;20;0
7;35;3055379398463144710;1;1088;15;9;False;295;75;1;1;True;0.0;2016;9;3;5;0;11;0
7;35;2819580847702540480;1;1101;18;6;False;295;75;1;1;True;0.0;2016;9;3;5;0;17;0
7;35;6103947779249439219;1;1107;5;9;False;0;75;1;1;True;0.0;2016;9;3;5;0;23;0
7;35;8212077132662282660;1;1105;5;6;False;295;75;1;1;True;0.0;2016;9;3;5;0;22;0
4;206;2946715286001494092;1;7392;5;6;False;241;23;1;1;True;0.0;2017;2;1;23;3;14;0
4;206;2313542981816958709;1;7400;8;5;False;295;23;1;1;True;0.0;2017;2;1;23;3;19;0
4;206;35793842428823334;1;7393;5;6;False;295;23;1;1;True;0.0;2017;2;1;23;3;15;0
4;206;6115910243518457362;1;7390;18;6;False;25;23;1;1;True;0.0;2017;2;1;23;3;10;0
4;206;2674656992380712145;1;7394;5;9;False;134;23;1;1;True;0.0;2017;2;1;23;3;16;0
2;206;3395764882242413984;1;7411;5;9;False;295;0;1;1;True;0.0;2017;2;1;23;3;7;0
4;206;6999049220737848941;1;7406;5;9;False;295;23;1;1;True;0.0;2017;2;1;23;3;22;0
4;206;3606230753473802581;1;7389;5;1;True;295;23;1;1;True;0.0;2017;2;1;23;3;9;0
2;206;3563582204629796124;1;7388;5;1;True;295;0;1;1;True;0.0;2017;2;1;23;3;9;0
4;206;9990633151829610803;1;7408;5;1;True;295;23;1;1;True;0.0;2017;2;1;23;3;3;0
2;206;3691153088425638606;1;7410;5;1;True;82;0;2;2;True;0.0;2017;2;1;23;3;6;0
4;206;3726508098613610697;1;7402;18;6;False;295;23;2;2;True;0.0;2017;2;1;23;3;20;0
1;206;8828959069934251311;1;7403;5;9;False;0;3;4;3;True;0.0;2017;2;1;23;3;20;0
6;206;909332254867844965;5;7405;5;6;False;172;48;4;4;False;0.0;2017;2;1;23;3;22;0
2;206;268111114394196960;1;7407;5;9;False;203;0;5;5;True;0.0;2017;2;1;23;3;1;0
2;206;680792387649661192;2;7401;5;1;True;295;0;5;5;False;0.0;2017;2;1;23;3;20;0
6;206;5168409420055998070;2;7399;5;5;False;172;48;5;5;False;0.0;2017;2;1;23;3;19;0
4;206;6980229717278167049;1;7409;5;1;True;182;23;13;10;True;0.0;2017;2;1;23;3;4;0
6;206;9737595706146870677;2;7395;5;6;False;230;48;16;13;False;0.0;2017;2;1;23;3;16;0
7;206;8317898687444451257;1;7404;5;9;False;295;75;1;1;True;0.0;2017;2;1;23;3;21;0
7;206;7575653710549863497;1;7387;5;9;False;295;75;1;1;True;0.0;2017;2;1;23;3;9;0
7;206;6400430068196763610;1;7398;5;9;False;295;75;1;1;True;0.0;2017;2;1;23;3;17;0
7;206;1654179581428712879;1;7391;21;9;False;171;75;1;1;True;0.0;2017;2;1;23;3;10;0
7;206;2991760677031663309;1;7396;5;9;False;295;75;6;6;True;0.0;2017;2;1;23;3;16;0
7;206;2084161250110155900;1;7397;5;6;False;295;62;7;7;True;0.0;2017;2;1;23;3;17;0
4;277;4339666773545362696;1;9688;18;6;False;135;23;1;1;True;0.0;2017;5;2;5;4;10;0
6;277;1524588635754991557;1;9708;18;11;True;295;66;1;1;True;0.0;2017;5;2;5;4;0;0
4;277;7384469394629633093;1;9715;5;9;False;295;23;1;1;True;0.0;2017;5;2;5;4;5;0
4;277;8072333615545668490;3;9686;5;1;True;0;23;1;1;False;0.0;2017;5;2;5;4;9;0
5;277;664451672433704312;1;9709;5;1;True;231;23;1;1;True;0.0;2017;5;2;5;4;0;0
4;277;8988463524919835120;3;9691;18;11;True;295;23;1;1;False;0.0;2017;5;2;5;4;11;0
4;277;7933989936266369999;11;9684;5;9;False;295;23;1;1;False;0.0;2017;5;2;5;4;8;0
6;277;6893348429375339672;1;9693;5;9;False;182;48;1;1;True;0.0;2017;5;2;5;4;15;0
5;277;9175170003081536658;19;9713;18;11;True;295;23;1;1;False;0.0;2017;5;2;5;4;2;0
5;277;9175170003081536658;17;9683;18;11;True;295;23;1;1;False;0.0;2017;5;2;5;4;7;0
5;277;9175170003081536658;18;9704;18;11;True;295;23;1;1;False;0.0;2017;5;2;5;4;21;0
2;277;9723056162463425720;2;9719;5;1;True;295;0;1;1;False;0.0;2017;5;2;5;4;6;0
4;277;5516108058827455341;1;9716;8;9;False;295;23;1;1;True;0.0;2017;5;2;5;4;6;0
4;277;8170387166138373928;1;9701;5;9;False;295;23;1;1;True;0.0;2017;5;2;5;4;19;0
2;277;451827571255800974;6;9695;18;11;True;295;0;1;1;False;0.0;2017;5;2;5;4;16;0
2;277;451827571255800974;7;9703;18;11;True;295;0;1;1;False;0.0;2017;5;2;5;4;19;0
4;277;5047073652290532953;1;9692;5;9;False;25;23;1;1;True;0.0;2017;5;2;5;4;14;0
4;277;8261910284114418055;2;9705;5;5;False;172;23;1;1;False;0.0;2017;5;2;5;4;21;0
7;277;4995307417401747374;1;9689;19;11;True;197;70;1;1;True;0.0;2017;5;2;5;4;10;0
7;277;2642758282986992140;1;9699;19;11;True;295;45;1;1;True;0.0;2017;5;2;5;4;17;0
4;277;3558928583854113956;1;9700;18;11;True;295;23;1;1;True;0.0;2017;5;2;5;4;17;0
4;277;901313193439216837;1;9710;5;1;True;182;23;2;2;True;0.0;2017;5;2;5;4;1;0
4;277;2986341899375389247;1;9714;5;6;False;295;23;2;2;True;0.0;2017;5;2;5;4;3;0
4;277;1073982917569226058;3;9711;18;6;False;295;23;2;2;False;0.0;2017;5;2;5;4;1;0
7;277;5592520554474343530;1;9702;19;11;True;147;45;2;2;True;0.0;2017;5;2;5;4;19;0
4;277;7417790694060770505;1;9707;5;6;False;295;23;3;3;True;0.0;2017;5;2;5;4;23;0
4;277;3916174381545933896;1;9687;5;9;False;0;23;3;3;True;0.0;2017;5;2;5;4;10;0
4;277;7384469394629633093;2;9717;5;9;False;295;23;3;3;False;0.0;2017;5;2;5;4;6;0
4;277;2765902178398440015;1;9690;5;1;True;295;23;3;3;True;0.0;2017;5;2;5;4;11;0
4;277;5193511011071053510;1;9694;18;11;True;230;23;3;3;True;0.0;2017;5;2;5;4;15;0
4;277;1073982917569226058;4;9712;18;6;False;295;23;4;3;False;0.0;2017;5;2;5;4;2;0
4;277;3492315300069323004;2;9718;18;11;True;295;23;5;3;False;0.0;2017;5;2;5;4;6;0
6;277;3522294462221817274;3;9698;5;5;False;48;48;8;4;False;0.0;2017;5;2;5;4;17;0
4;277;167240766904568807;1;9697;5;9;False;295;23;10;8;True;0.0;2017;5;2;5;4;17;0
4;277;5418215608653120754;1;9706;18;11;True;230;23;13;9;True;0.0;2017;5;2;5;4;22;0
2;277;4441214339270848350;1;9696;5;6;False;295;0;14;8;True;0.0;2017;5;2;5;4;17;0
4;277;1859168359622065665;1;9685;5;9;False;295;23;14;9;True;0.0;2017;5;2;5;4;9;0
4;335;3395840740819093619;3;11376;5;1;True;162;23;1;1;False;0.0;2017;7;3;2;6;0;0
4;335;1465088876210758725;1;11362;5;6;False;295;23;1;1;True;0.0;2017;7;3;2;6;14;0
4;335;4200623419823156190;1;11382;18;11;True;295;23;1;1;True;0.0;2017;7;3;2;6;6;0
4;335;2177349313274700327;4;11357;5;6;False;182;23;1;1;False;0.0;2017;7;3;2;6;12;0
4;335;5878189046538866289;1;11369;5;1;True;295;23;1;1;True;0.0;2017;7;3;2;6;17;0
4;335;5878189046538866289;2;11379;5;1;True;295;23;1;1;False;0.0;2017;7;3;2;6;4;0
4;335;6421715596412559815;1;11372;18;11;True;295;23;1;1;True;0.0;2017;7;3;2;6;20;0
4;335;8847998524149571111;1;11374;18;11;True;111;23;1;1;True;0.0;2017;7;3;2;6;22;0
4;335;9167183966841543872;1;11380;5;1;True;25;23;1;1;True;0.0;2017;7;3;2;6;5;0
4;335;254052419389069753;1;11377;3;1;True;14;23;1;1;True;0.0;2017;7;3;2;6;1;0
2;335;2423192165021906096;1;11381;18;11;True;295;0;1;1;True;0.0;2017;7;3;2;6;6;0
4;335;957987157583681083;1;11375;5;1;True;245;23;2;2;True;0.0;2017;7;3;2;6;0;0
2;335;1102916534289211099;1;11360;5;9;False;295;0;3;3;True;0.0;2017;7;3;2;6;13;0
4;335;280095690447193129;1;11363;5;1;True;283;23;3;3;True;0.0;2017;7;3;2;6;14;0
4;335;745558299902570062;1;11359;5;1;True;283;23;3;3;True;0.0;2017;7;3;2;6;13;0
4;335;9529616489684653893;1;11368;18;11;True;295;23;3;3;True;0.0;2017;7;3;2;6;16;0
4;335;7666621693574804716;1;11366;18;11;True;295;23;4;4;True;0.0;2017;7;3;2;6;15;0
5;335;8864345097465060458;1;11373;5;1;True;295;23;4;4;True;0.0;2017;7;3;2;6;22;0
2;335;1752016509741780295;1;11356;18;11;True;295;0;9;9;True;0.0;2017;7;3;2;6;11;0
4;335;7299355366285228016;1;11365;5;1;True;112;23;9;8;True;0.0;2017;7;3;2;6;15;0
2;335;5830666884552579560;1;11358;3;1;True;197;0;14;14;True;0.0;2017;7;3;2;6;12;0
7;335;6226972189606733908;1;11364;3;1;True;230;45;1;1;True;0.0;2017;7;3;2;6;14;0
7;335;291911291755940614;1;11370;8;9;False;295;75;1;1;True;0.0;2017;7;3;2;6;19;0
7;335;6837150102088249732;1;11378;19;11;True;295;45;1;1;True;0.0;2017;7;3;2;6;2;0
7;335;3257831408870356540;1;11367;3;1;True;147;45;1;1;True;0.0;2017;7;3;2;6;16;0
7;335;4700433224186281197;1;11361;19;11;True;295;45;1;1;True;0.0;2017;7;3;2;6;13;0
7;335;3723431679833536099;1;11355;19;11;True;295;45;1;1;True;0.0;2017;7;3;2;6;7;0
7;335;4835082415516693294;1;11371;5;1;True;295;75;2;2;True;0.0;2017;7;3;2;6;19;0
6;158;314215864825286048;1;5969;5;1;True;112;32;1;1;True;0.0;2017;1;1;6;4;1;0
6;158;314215864825286048;3;5971;5;1;True;112;32;1;1;False;0.0;2017;1;1;6;4;1;0
6;158;9574310882403362873;1;5977;3;1;True;295;28;1;1;True;0.0;2017;1;1;6;4;6;0
1;158;7148286598026927357;1;5956;8;6;False;197;3;1;1;True;0.0;2017;1;1;6;4;15;0
2;158;238845512573353853;1;5976;18;11;True;230;0;1;1;True;0.0;2017;1;1;6;4;4;0
4;158;6564942031218776996;1;5953;5;9;False;295;23;1;1;True;0.0;2017;1;1;6;4;12;0
4;158;581551365993654512;1;5979;16;0;True;295;23;1;1;True;0.0;2017;1;1;6;4;6;0
4;158;2263945511825180072;1;5981;5;1;True;14;23;1;1;True;0.0;2017;1;1;6;4;7;0
4;158;314215864825286048;2;5970;5;1;True;112;23;1;1;False;0.0;2017;1;1;6;4;1;0
4;158;7236014681765558294;1;5960;5;1;True;0;23;1;1;True;0.0;2017;1;1;6;4;18;0
6;158;8137589825674114308;3;5961;5;6;False;172;48;2;2;False;0.0;2017;1;1;6;4;18;0
5;158;7849157739499393757;1;5967;5;1;True;295;23;3;3;True;0.0;2017;1;1;6;4;0;0
6;158;7182662844380936161;3;5962;5;5;False;245;67;3;3;False;0.0;2017;1;1;6;4;19;0
2;158;2717084064651528749;1;5959;18;11;True;230;0;3;3;True;0.0;2017;1;1;6;4;17;0
4;158;348730035296942683;1;5973;5;1;True;295;23;3;3;True;0.0;2017;1;1;6;4;2;0
4;158;4366034217939563465;2;5951;18;11;True;250;23;3;3;False;0.0;2017;1;1;6;4;10;0
2;158;2080364197050998617;7;5963;5;6;False;257;0;3;3;False;0.0;2017;1;1;6;4;21;0
2;158;8475642958456314533;1;5964;5;5;False;245;0;5;5;True;0.0;2017;1;1;6;4;22;0
4;158;9392696626498348153;1;5975;18;11;True;295;23;6;6;True;0.0;2017;1;1;6;4;4;0
4;158;9436484202843200587;1;5958;18;11;True;295;23;7;7;True;0.0;2017;1;1;6;4;17;0
2;158;2351803687160078125;1;5954;5;1;True;127;0;9;9;True;0.0;2017;1;1;6;4;14;0
2;158;7367604945468885083;9;5955;5;9;False;295;0;12;12;False;0.0;2017;1;1;6;4;14;0
4;158;1884398666415089838;1;5978;18;11;True;295;23;14;12;True;0.0;2017;1;1;6;4;6;0
6;158;3197486229436139639;2;5957;5;6;False;257;48;14;13;False;0.0;2017;1;1;6;4;16;0
2;158;4718687061211066436;1;5982;3;1;True;19;0;20;13;True;0.0;2017;1;1;6;4;7;0
6;158;1325914909641958196;1;5980;5;6;False;295;48;109;73;True;0.0;2017;1;1;6;4;7;0
7;158;8107214545472193672;1;5965;15;9;False;283;75;1;1;True;0.0;2017;1;1;6;4;23;0
7;158;9551379780680517508;1;5952;8;9;False;295;75;1;1;True;0.0;2017;1;1;6;4;11;0
7;158;6786822082553466828;1;5968;5;5;False;295;75;1;1;True;0.0;2017;1;1;6;4;0;0
7;158;9110327697013726332;1;5972;9;9;False;295;75;1;1;True;0.0;2017;1;1;6;4;1;0
7;158;6517967080689419939;1;5974;5;9;False;295;75;1;1;True;0.0;2017;1;1;6;4;3;0
7;158;7867415587612650463;1;5966;5;9;False;295;75;1;1;True;0.0;2017;1;1;6;4;23;0
4;145;5844146666147577852;1;5630;18;11;True;0;23;1;1;True;0.0;2016;12;4;24;5;13;0
2;145;8791824415955570811;1;5638;5;1;True;295;0;1;1;True;0.0;2016;12;4;24;5;2;0
4;145;2964896779101588559;1;5634;5;9;False;295;23;2;2;True;0.0;2016;12;4;24;5;18;0
2;145;4614300175033952613;1;5636;9;9;False;295;0;2;2;True;0.0;2016;12;4;24;5;22;0
4;145;8518017747085222060;1;5639;5;9;False;295;23;3;3;True;0.0;2016;12;4;24;5;2;0
2;145;1139919534207015056;1;5637;5;1;True;231;0;4;4;True;0.0;2016;12;4;24;5;0;0
2;145;2523120299472373703;3;5641;5;1;True;202;0;5;5;False;0.0;2016;12;4;24;5;4;0
4;145;7309503915118946070;3;5635;5;6;False;295;23;6;6;False;0.0;2016;12;4;24;5;19;0
2;145;5645215539308829347;1;5640;5;11;True;295;0;11;8;True;0.0;2016;12;4;24;5;4;0
6;145;6191832003278290813;16;5632;5;6;False;172;48;11;11;False;0.0;2016;12;4;24;5;17;0
5;145;1668191343832979039;1;5633;5;1;True;295;23;18;13;True;0.0;2016;12;4;24;5;17;0
7;145;210684853193721140;10;5631;5;9;False;295;75;1;1;False;0.0;2016;12;4;24;5;16;0
2;300;469311724077179347;1;10357;18;11;True;295;0;1;1;True;0.0;2017;5;2;28;6;14;0
4;300;308878662073539139;1;10371;8;9;False;295;23;1;1;True;0.0;2017;5;2;28;6;22;0
4;300;9616863608839002161;1;10362;20;5;False;57;23;1;1;True;0.0;2017;5;2;28;6;19;0
4;300;8114490574727983120;1;10364;5;9;False;295;23;1;1;True;0.0;2017;5;2;28;6;19;0
5;300;7882383942339928144;1;10373;5;3;False;295;23;1;1;True;0.0;2017;5;2;28;6;3;0
2;300;8968681214060858128;1;10369;5;9;False;295;0;1;1;True;0.0;2017;5;2;28;6;22;0
6;300;9999355589118867468;1;10375;5;9;False;19;5;1;1;True;0.0;2017;5;2;28;6;6;0
4;300;53871828622117695;1;10365;5;9;False;295;23;1;1;True;0.0;2017;5;2;28;6;19;0
4;300;8875138746149104029;1;10356;5;1;True;295;23;1;1;True;0.0;2017;5;2;28;6;14;0
4;300;2268229166625685877;1;10376;5;9;False;295;23;1;1;True;0.0;2017;5;2;28;6;6;0
4;300;159260109618407714;1;10368;18;11;True;295;23;1;1;True;0.0;2017;5;2;28;6;21;0
4;300;5122857189400199535;1;10355;5;1;True;295;23;1;1;True;0.0;2017;5;2;28;6;13;0
4;300;8052626699598730060;1;10367;5;1;True;295;23;1;1;True;0.0;2017;5;2;28;6;21;0
4;300;5382390136196513328;1;10372;8;9;False;295;23;1;1;True;0.0;2017;5;2;28;6;23;0
4;300;514443438166606068;1;10359;5;9;False;295;23;2;2;True;0.0;2017;5;2;28;6;16;0
4;300;327674472839741694;1;10374;8;9;False;4;23;2;2;True;0.0;2017;5;2;28;6;3;0
2;300;451827571255800974;12;10361;18;11;True;283;0;2;2;False;0.0;2017;5;2;28;6;18;0
4;300;6018208431584636518;1;10358;5;6;False;182;23;3;3;True;0.0;2017;5;2;28;6;15;0
4;300;8904471508836380100;5;10363;5;6;False;172;23;3;3;False;0.0;2017;5;2;28;6;19;0
4;300;7006456048716525005;1;10366;5;1;True;295;23;3;3;True;0.0;2017;5;2;28;6;20;0
4;300;9880660866753639665;1;10360;5;9;False;295;23;4;4;True;0.0;2017;5;2;28;6;16;0
6;300;582674888457699636;2;10370;5;6;False;182;48;75;49;False;40.52;2017;5;2;28;6;22;1
2;177;6719104459777881490;1;6494;5;9;False;20;0;1;1;True;0.0;2017;1;1;25;2;19;0
4;177;8189015600806160301;1;6480;5;9;False;295;23;1;1;True;0.0;2017;1;1;25;2;10;0
5;177;1319480781948287072;1;6511;5;6;False;148;23;1;1;True;0.0;2017;1;1;25;2;3;0
4;177;9697379130098176871;3;6510;5;3;False;295;23;1;1;False;0.0;2017;1;1;25;2;3;0
5;177;1017077188309984627;1;6492;18;11;True;230;23;1;1;True;0.0;2017;1;1;25;2;18;0
4;177;4124087845921153407;1;6497;5;1;True;265;23;1;1;True;0.0;2017;1;1;25;2;19;0
4;177;3018854722442351242;4;6481;18;6;False;295;23;1;1;False;0.0;2017;1;1;25;2;12;0
4;177;1319480781948287072;2;6515;5;6;False;148;23;1;1;False;0.0;2017;1;1;25;2;7;0
2;177;761428067029810972;2;6509;5;9;False;295;0;1;1;False;0.0;2017;1;1;25;2;3;0
2;177;6937992006676034063;1;6483;5;1;True;0;0;1;1;True;0.0;2017;1;1;25;2;13;0
2;177;514233040173522510;1;6478;18;11;True;147;0;1;1;True;0.0;2017;1;1;25;2;8;0
2;177;3539341816776856898;1;6486;19;11;True;147;0;1;1;True;0.0;2017;1;1;25;2;15;0
2;177;761428067029810972;1;6504;5;9;False;295;0;1;1;True;0.0;2017;1;1;25;2;0;0
2;177;6186259594137967122;1;6485;5;1;True;257;0;1;1;True;0.0;2017;1;1;25;2;14;0
2;177;4301536233066603822;1;6476;5;9;False;295;0;1;1;True;0.0;2017;1;1;25;2;8;0
2;177;5012801751241234608;3;6484;5;1;True;230;0;1;1;False;0.0;2017;1;1;25;2;13;0
6;177;9101694385184851028;3;6489;5;6;False;257;48;1;1;False;0.0;2017;1;1;25;2;16;0
4;177;92002702279192235;1;6487;5;3;False;295;23;1;1;True;0.0;2017;1;1;25;2;16;0
2;177;7215082536345199042;4;6506;18;11;True;295;0;1;1;False;0.0;2017;1;1;25;2;0;0
2;177;935455837409906787;1;6502;5;1;True;295;0;1;1;True;0.0;2017;1;1;25;2;22;0
4;177;9957262720841531138;1;6490;5;1;True;295;23;1;1;True;0.0;2017;1;1;25;2;18;0
4;177;6799595819771748586;1;6498;5;9;False;295;23;2;2;True;0.0;2017;1;1;25;2;20;0
2;177;1120625143889991506;1;6514;5;9;False;41;0;2;2;True;0.0;2017;1;1;25;2;4;0
2;177;2053197355218608733;2;6495;19;11;True;295;0;2;2;False;0.0;2017;1;1;25;2;19;0
2;177;6097321201854989956;1;6488;19;11;True;295;0;3;3;True;0.0;2017;1;1;25;2;16;0
4;177;7713238218218099072;1;6500;18;6;False;295;23;4;4;True;0.0;2017;1;1;25;2;21;0
6;177;2805519829244980488;2;6499;5;9;False;172;48;6;6;False;0.0;2017;1;1;25;2;21;0
4;177;7038209952037570365;1;6512;5;1;True;295;23;6;5;True;0.0;2017;1;1;25;2;4;0
2;177;5720286354775256256;1;6477;5;9;False;147;0;6;6;True;0.0;2017;1;1;25;2;8;0
2;177;6766643036226021399;1;6508;5;1;True;295;0;9;9;True;0.0;2017;1;1;25;2;2;0
2;177;6593457025169652135;8;6496;5;9;False;295;0;16;16;False;0.0;2017;1;1;25;2;19;0
4;177;1017077188309984627;2;6493;18;11;True;230;23;18;15;False;0.0;2017;1;1;25;2;18;0
4;177;4455332488950771366;1;6501;5;9;False;295;23;18;17;True;0.0;2017;1;1;25;2;22;0
6;177;777393653507561207;1;6503;5;9;False;257;48;24;16;True;0.0;2017;1;1;25;2;23;0
7;177;208013533719799745;1;6479;5;9;False;19;75;1;1;True;0.0;2017;1;1;25;2;10;0
7;177;5148515481195800489;1;6491;21;9;False;171;75;1;1;True;0.0;2017;1;1;25;2;18;0
7;177;7354372339849391656;1;6513;7;9;False;295;75;1;1;True;0.0;2017;1;1;25;2;4;0
7;177;283593414205819048;1;6505;5;9;False;295;75;1;1;True;0.0;2017;1;1;25;2;0;0
7;177;9535198929656416751;1;6475;5;9;False;295;75;2;2;True;0.0;2017;1;1;25;2;8;0
7;177;5247341926417987502;1;6507;5;1;True;295;75;2;2;True;0.0;2017;1;1;25;2;2;0
7;177;1476820100457640097;1;6482;5;9;False;295;19;10;8;True;0.0;2017;1;1;25;2;12;0
4;306;635415972215094175;1;10566;5;11;True;135;23;1;1;True;0.0;2017;6;2;3;5;8;0
4;306;8836092239886038312;1;10572;5;1;True;25;23;1;1;True;0.0;2017;6;2;3;5;11;0
2;306;6664924578841329959;2;10575;18;11;True;295;0;1;1;False;0.0;2017;6;2;3;5;18;0
4;306;885267359616125877;1;10565;7;9;False;295;23;1;1;True;0.0;2017;6;2;3;5;7;0
2;306;697288955891901793;1;10569;20;1;True;210;0;1;1;True;0.0;2017;6;2;3;5;9;0
4;306;3730482790659591629;1;10564;3;1;True;295;23;1;1;True;0.0;2017;6;2;3;5;7;0
4;306;7782224110541641250;2;10570;5;6;False;295;23;1;1;False;0.0;2017;6;2;3;5;9;0
4;306;6173782228584641431;1;10577;5;6;False;295;23;2;2;True;0.0;2017;6;2;3;5;22;0
4;306;987224770261266738;1;10568;5;9;False;295;23;3;3;True;0.0;2017;6;2;3;5;9;0
2;306;6664924578841329959;1;10573;18;11;True;295;0;3;3;True;0.0;2017;6;2;3;5;15;0
4;306;7782224110541641250;1;10567;5;6;False;295;23;3;3;True;0.0;2017;6;2;3;5;8;0
7;306;103106878252921274;1;10571;5;6;False;295;34;3;3;True;0.0;2017;6;2;3;5;10;0
2;306;6890556333901093624;2;10574;5;1;True;295;0;4;4;False;0.0;2017;6;2;3;5;16;0
6;306;3959232753405335715;3;10576;5;6;False;295;48;8;8;False;0.0;2017;6;2;3;5;20;0
4;306;7964391593398188502;1;10578;5;9;False;78;23;9;9;True;0.0;2017;6;2;3;5;0;0
4;258;6692778310582010631;1;9114;3;1;True;295;23;1;1;True;0.0;2017;4;2;16;6;3;0
4;258;7646493520364312812;1;9097;18;11;True;295;23;1;1;True;0.0;2017;4;2;16;6;8;0
4;258;8626862040952712518;4;9100;5;9;False;185;23;1;1;False;0.0;2017;4;2;16;6;9;0
2;258;7739197751762333086;2;9113;5;11;True;295;0;1;1;False;0.0;2017;4;2;16;6;1;0
4;258;4272515517453578433;1;9111;5;9;False;295;23;1;1;True;0.0;2017;4;2;16;6;0;0
4;258;283426565972254326;7;9101;5;1;True;295;23;1;1;False;0.0;2017;4;2;16;6;13;0
4;258;2568243725354793995;1;9098;5;1;True;181;23;1;1;True;0.0;2017;4;2;16;6;8;0
4;258;8400996651900789313;1;9112;5;6;False;295;23;1;1;True;0.0;2017;4;2;16;6;0;0
4;258;4672912476016142304;1;9109;18;6;False;295;23;1;1;True;0.0;2017;4;2;16;6;23;0
4;258;647856894837367771;1;9110;5;6;False;0;23;1;1;True;0.0;2017;4;2;16;6;23;0
4;258;9713539493793504037;1;9104;18;11;True;257;23;2;2;True;0.0;2017;4;2;16;6;18;0
4;258;2577653705757954588;1;9099;5;1;True;295;23;3;3;True;0.0;2017;4;2;16;6;9;0
4;258;9885161819057309582;1;9105;5;9;False;265;23;5;5;True;0.0;2017;4;2;16;6;19;0
4;258;6107079340626963022;1;9108;5;1;True;295;23;5;5;True;0.0;2017;4;2;16;6;21;0
4;258;6280648847823447553;1;9103;5;9;False;295;23;29;17;True;0.0;2017;4;2;16;6;16;0
7;258;388320178818450632;1;9115;3;1;True;295;75;1;1;True;0.0;2017;4;2;16;6;6;0
7;258;194152648868683349;2;9107;1;1;True;147;75;1;1;False;0.0;2017;4;2;16;6;20;0
7;258;194152648868683349;1;9106;1;1;True;147;75;1;1;True;0.0;2017;4;2;16;6;19;0
7;258;3187223672529554729;1;9102;7;9;True;295;75;4;4;True;0.0;2017;4;2;16;6;16;0
